,price
105672,1017
126436,720
102653,936
14270,679
29479,6552
26089,945
5382,6340
5951,5166
40454,6740
25196,1002
87121,593
16402,3447
25613,2545
153417,961
27200,844
111767,505
25525,3450
111814,2242
35163,6750
35623,17297
44200,4200
17767,2069
90098,667
30086,3618
22589,1024
153172,1758
116927,723
51911,756
39139,1621
895,2496
110863,972
24977,8668
46497,1699
55127,814
18015,545
79559,1044
49686,736
34910,5650
22771,18515
10983,3283
38509,1320
80760,7665
10812,1370
30489,4948
47308,15505
92106,974
15148,2061
21907,2177
1922,886
137964,6381
37736,1076
20768,4580
10644,861
10931,1689
73953,1080
31308,928
151452,626
3467,6471
31769,4116
68928,579
36819,6012
116862,552
42775,1157
88509,723
109202,705
133219,698
42352,3200
66873,5182
127892,596
45080,731
36411,5714
39099,1079
138842,5769
7853,17995
118081,955
3754,7283
12983,872
101237,7088
138075,886
6294,608
5499,2285
69108,1154
52027,1786
70449,1024
7980,1026
24176,5250
31090,568
80988,4544
128217,645
32407,630
4075,4384
19069,14709
27426,12696
84699,4094
62990,3841
112537,13207
1714,3379
71936,3238
15633,3824
19678,875
16251,1814
2699,1664
29299,720
23448,3990
28592,1179
99231,3461
45650,523
67270,3400
114740,740
88043,1294
116812,5438
113267,2048
89320,911
11949,1750
54181,5884
134041,5085
12275,1915
94970,558
121083,4749
64870,1601
52012,1257
36255,4925
30891,868
107835,620
7305,1683
28282,2341
890,2316
31163,8580
52257,900
101741,561
35614,4617
25008,1809
48656,993
15434,4586
86149,583
40325,4086
13486,854
151236,2079
35892,4222
120266,6028
81321,9276
122165,5445
137007,2224
28376,608
148001,573
75482,949
38157,1356
135715,4855
117871,2677
42316,659
39206,8888
72276,4631
7007,2365
8961,462
124196,18128
154594,3061
34216,7625
124276,680
107523,1698
66812,638
85233,1422
47493,1151
100309,640
251,1635
42694,6223
55271,575
51964,14201
53580,952
49860,1166
15431,8654
118430,401
60714,758
53576,4298
58621,8758
86903,878
149645,4921
55370,942
18344,2359
141927,769
344,1089
68739,4484
24260,4632
13007,2250
36381,4851
149791,3570
145129,5562
33733,642
71527,5645
118611,666
45959,2019
58455,1691
25490,5139
56216,972
29548,4920
127817,691
84022,3171
33079,612
40248,2657
115760,686
24014,540
20186,7133
84252,14275
18766,429
97315,4242
132961,1395
7517,4138
21861,1849
114327,3130
19421,11711
150760,4919
69635,612
35810,2905
70039,1059
18284,7706
35433,7055
3863,1026
86050,4664
150112,6467
97461,851
149944,574
35995,663
76141,1115
36673,1397
93912,4960
141322,4056
46639,2973
19279,18426
147087,701
7234,15379
28775,14351
3765,2215
40698,15193
744,540
90118,1779
38200,554
114054,798
32558,4653
52374,1908
24087,854
45477,766
20711,2154
134676,1009
115302,4984
6660,2133
19395,4509
35293,11051
150,523
50773,945
137783,8457
144023,5519
100331,5761
72810,9078
76363,14611
51362,3740
68678,3530
70075,6834
138837,7443
77305,947
141160,503
109723,11206
105036,719
126300,1656
142663,1919
122230,17448
132799,17073
98313,928
31653,4202
39314,1024
151517,871
54338,1245
96314,1105
7173,10833
98245,589
11312,774
33896,561
582,2352
11157,5088
31994,2266
39233,3520
88833,911
48271,695
21668,2875
7089,2864
152664,1251
77047,1792
104614,3420
148845,988
54932,640
18192,10662
74164,17153
15844,1163
42475,5128
26114,694
12404,3171
124431,2266
148785,2852
15454,6031
112021,888
142247,1011
129840,2951
66894,2444
152141,539
148642,2947
28643,3888
2195,16425
106478,465
128510,2763
61496,461
29851,3362
4124,2271
3582,10963
33206,912
31434,5551
119040,3580
6842,5174
128459,1330
54882,1154
35068,2016
22142,798
34704,579
13546,9139
76701,1821
147512,2928
25061,14534
30136,905
10831,16709
55346,3965
94955,4120
20546,5392
2916,2973
67320,1031
22464,2041
47696,505
38657,1896
103922,14931
151889,4785
103194,3300
16026,2698
76040,6108
67830,810
149565,755
96570,14157
22776,709
78517,983
69406,516
119286,755
103314,773
46714,720
86905,2377
110070,8911
116380,600
32585,6494
147644,2606
73451,816
32851,9934
151696,2680
4958,1024
20675,5531
42871,625
38963,6589
74574,1040
30722,6215
30955,2025
52625,720
63381,6425
69744,1327
19723,3990
27226,5988
12009,552
4899,15354
113953,14949
14847,2830
139671,6833
121506,1636
19971,5993
110774,12531
33818,663
97675,2318
100944,6290
133417,1369
145350,3864
21442,1033
145888,1133
61713,834
132662,14674
67412,18113
112365,892
110577,776
73931,4299
23953,2038
5231,1588
41649,1851
148913,734
59374,2146
71681,1124
49739,429
125535,9632
97085,583
150546,2789
34543,10453
15859,7137
40635,2756
94066,2898
142166,3084
36160,1247
17084,3516
88147,4855
5185,710
140535,1022
8864,4808
105969,4851
33807,477
19120,7332
112427,557
19177,7636
6941,16900
58468,9784
73786,775
24937,772
10760,6579
69613,992
87723,732
11756,620
21525,1270
33157,10032
83955,4559
38128,6819
19777,1781
113350,1106
51306,7968
95841,4598
26143,2089
12132,7840
26756,1094
6557,6617
78262,1050
84309,827
34042,1654
12799,8080
3154,477
99530,992
35145,995
10946,2859
68090,862
17455,710
49147,7792
80173,4652
33696,779
320,2032
75137,1656
37840,7824
144214,1397
11400,6732
29312,13196
153081,5902
7606,910
716,449
117610,593
133012,956
37171,3524
116449,11352
152371,773
152396,968
117544,615
135209,1138
56709,1768
60300,1895
28976,749
58371,746
49760,8185
111379,5883
135011,4368
94828,5226
126135,722
86920,1716
4300,576
99200,5186
25065,792
37903,5350
45195,1637
40776,4002
122433,924
154076,5885
22812,864
29582,793
27987,1140
57825,4005
32828,5845
11424,3884
122156,2863
93805,4992
25582,1088
96909,9972
114782,3141
134274,15825
11299,885
29994,1746
15711,2513
13666,2667
106634,5806
130750,3673
4964,9037
82185,4836
22944,4400
132750,3036
122588,9548
153295,5450
23516,1076
28069,4611
41425,486
64387,3128
79765,2180
120547,773
96187,11154
136052,1088
149051,2898
108251,2226
65216,1990
141188,13206
49113,8742
82482,3880
91694,1023
7849,3801
32179,8319
70350,861
10253,1768
88653,956
29334,1153
22698,6366
75500,1698
23380,756
40113,5713
137277,9275
127128,2329
121357,11853
27317,1547
119754,4457
8448,642
147807,2010
44736,1303
74271,906
63567,2459
132110,608
145976,743
21518,2163
24293,789
13729,15178
20341,1040
64480,867
7659,698
16093,2396
11715,7594
53541,2376
75193,9282
97777,1146
35142,1708
192,1125
101671,8298
19168,876
46100,8167
4826,4201
4941,591
150422,5960
143123,2968
35079,596
127458,552
46433,1637
32609,562
10936,692
134762,1008
1439,1183
26010,468
76036,9540
89251,4486
82931,1781
23562,1088
30190,9176
57338,565
95450,4801
20968,2351
69111,3048
14710,4497
20784,3997
120962,981
45322,884
149024,575
31926,878
73004,3371
22150,3392
106341,6831
113995,5444
83238,1132
87020,4940
66825,3585
140394,7032
70518,8415
15760,2295
100585,4673
32,18692
104645,3437
12785,10852
15856,967
117351,6593
60352,2590
114116,691
148857,4785
108521,4333
42013,8669
31747,2306
18861,2799
24210,710
104487,1948
57651,552
15423,505
87373,10567
142541,8733
13592,605
33509,3971
45711,3114
58672,694
49046,369
144056,10838
57523,4368
24726,421
16073,929
102142,8543
73952,891
82425,9498
50328,3350
32903,6176
61778,787
65527,638
16034,704
14763,1363
108578,2372
35736,2713
107624,9127
148508,918
62100,480
99585,1103
30770,2356
91236,802
7342,612
16595,8190
23679,2289
16700,771
145220,7187
77415,886
36521,505
83088,3883
69526,7743
131629,539
15893,1343
9921,692
7800,2552
148354,4150
126849,684
33223,2638
94545,403
20312,1079
83645,12743
4330,17357
26996,1113
133865,5306
4668,865
24579,5645
99979,802
72191,3081
153292,1786
153547,2230
35100,6133
113344,6105
123052,2384
112463,1153
146763,3570
151292,647
43027,8446
12348,1263
5305,12931
59345,1408
81931,2077
151340,614
29186,775
89375,658
55866,15214
108299,866
40791,4685
30184,10494
16839,461
59480,732
23739,8887
35180,9218
109263,2911
79778,7989
125949,13395
63021,2089
80802,429
111409,5069
64776,1017
4233,516
117284,1788
96270,1007
78499,17403
136989,1772
4769,718
83884,1048
14731,2782
14920,499
767,834
47152,2193
103848,993
19172,855
49611,2040
81240,847
52071,11284
4010,1609
37850,2198
23215,1027
32767,2617
70143,6318
24361,2297
94712,622
36286,1170
153528,4884
31130,6225
36472,9901
33319,2129
154492,913
33658,698
103028,814
28669,765
135006,1072
69100,4650
22656,4213
152738,847
5873,1341
35464,1656
18932,10082
578,446
27722,3468
150325,1306
79171,2691
154241,10278
147285,824
5421,3748
21826,3669
30434,1977
74540,1125
21001,1752
11718,615
91271,3780
20576,605
45433,5055
126066,3053
79688,2844
102222,2156
102396,485
35385,8039
122471,1935
92868,3068
127604,2375
4725,3842
11390,1778
109340,746
10637,625
22468,11268
13795,6623
95077,6152
130279,761
66666,3544
26769,1636
52222,658
68557,10282
9636,7859
140789,984
145145,2252
140545,16669
119396,668
43412,988
121045,4118
124059,3183
119777,11818
153402,703
113919,1240
45085,3121
73467,5412
149373,8418
2632,3580
19999,905
62389,1433
73128,1397
28128,544
5745,15665
14253,2891
120836,605
46981,730
1140,1637
100946,4672
54920,625
12595,8228
93490,4344
142747,559
105425,3909
7591,13929
23209,10352
135134,5122
97964,828
151344,608
55905,1013
151842,10286
4528,1266
124772,1686
20345,5181
11356,4163
105355,4284
74001,8938
106834,1810
28728,7934
14048,3884
142780,8998
81544,680
63765,5984
120935,1662
53325,1624
83405,673
23414,756
135441,802
19561,6651
8628,742
21396,6579
111788,926
37558,12416
64577,15386
85607,749
152069,2856
20596,524
45123,3238
129383,13200
37964,6302
112258,814
116227,4434
45308,871
85879,434
47976,4118
97078,526
131333,2838
11929,8512
138662,5430
4662,633
94717,1808
136053,10846
68339,5047
58538,5665
98810,15393
68613,689
50684,2559
83963,3218
17067,1827
75883,732
135503,844
21558,2568
93062,1342
117964,1181
11812,6664
46077,1044
30230,1101
143742,2386
59808,421
140064,3377
67910,1050
4071,1359
46108,770
146678,1787
125594,435
23813,13111
6463,975
96469,4586
33610,573
31350,12271
11335,8940
53471,624
13767,1935
117829,4600
154184,5347
85292,16037
145918,3749
29805,552
34759,2214
7619,5156
23985,666
34956,4664
94217,5931
27596,4769
32011,3353
4892,969
10152,990
14661,9060
70341,1720
72269,367
17686,758
103410,2094
145067,7906
72285,477
60929,4029
129298,2131
58173,579
36102,2494
62027,4507
7803,1258
91836,990
36420,1415
134265,7999
28888,4155
27348,12633
38354,888
61789,885
2057,972
76767,814
18953,1354
98977,720
119509,847
107341,635
145118,612
44453,4514
152974,4293
18655,1651
82298,8879
28266,1845
131614,790
1497,1263
3813,1234
17914,1615
132617,2420
73744,487
61356,7356
98471,11068
116753,5255
61573,1884
25205,2285
146056,7257
17186,1431
146349,14308
147019,2704
7764,17604
106065,3517
60915,880
86273,8975
42516,1153
6369,705
101,12291
121147,8096
24991,4114
135993,6126
30500,12297
94661,468
132718,5937
30324,1815
48755,3200
32686,1143
5788,8408
30583,3250
54968,5050
112721,16506
6210,1435
90231,7366
51823,671
24682,5281
131921,4679
139457,3618
25180,2646
149908,9720
120844,10171
90421,686
3124,5498
13552,755
3082,472
37163,2858
64195,6093
19386,2654
12409,814
135323,3818
764,10388
25236,6607
151414,1002
27959,3896
133314,5430
1166,2288
9374,15426
37888,14127
128504,2575
32288,3172
41032,14281
73419,10321
95065,13206
108453,7426
49921,3185
67849,13453
87248,448
18245,1723
18897,14245
45083,17403
130725,3340
113455,1614
35999,3952
94868,5220
126050,6307
12027,787
18451,2726
130110,621
113633,670
110857,7440
52925,1097
128398,5426
15677,683
67095,16018
66495,868
62891,814
111927,8707
119077,8975
152838,3548
29436,6787
12576,820
153739,413
93577,1140
34043,408
11406,1155
59478,5038
26891,4227
57408,12257
107718,4868
62230,5082
29059,1270
81825,358
142565,3342
20639,828
84843,776
1367,3325
85161,14047
118234,12305
92161,720
19137,505
86977,3151
18418,6439
27288,3975
81958,604
9232,549
1426,1723
64531,4042
4455,1033
11326,1167
126072,3609
1464,6204
38424,621
38123,3519
72235,10640
90440,8674
94980,7665
86681,544
15307,6387
29329,1845
54077,1224
118892,2390
28606,3921
66458,4770
107017,1787
92828,1666
20114,542
121786,3486
48489,4948
143917,988
26242,1035
24196,8794
21946,2403
43105,7055
73540,2403
127106,891
8934,9474
33382,593
9783,655
98399,4304
14879,1919
15183,3800
113799,1662
42480,2232
86014,834
64101,784
71705,639
61689,1746
579,992
61909,17904
89935,9063
125031,823
41167,10888
30775,851
32627,1251
24381,558
8622,377
19588,1851
13354,1200
1098,802
32480,3451
13067,15030
148324,2905
81142,1043
60010,645
51406,2810
97183,18791
129679,720
32016,723
32781,4580
141752,3763
55913,3888
128306,5045
15406,6604
113773,1294
150452,9009
129717,558
120681,12616
61662,4075
49141,781
100759,882
29201,11176
65816,1899
17962,675
121129,1957
26197,17605
1660,605
12369,1132
30786,3249
35006,8719
24482,2770
27908,825
46047,1080
135505,338
108619,1742
150106,4743
15734,468
127507,2448
111429,367
74406,789
111067,702
145708,2396
119562,5421
150257,1059
11215,5342
28353,4406
96077,661
33590,1831
151594,2604
23336,8190
51845,4414
54702,526
71194,14779
61075,971
83564,12843
13366,3439
61326,402
75316,3154
18769,900
63581,439
74256,803
110881,858
25825,1015
113248,666
68716,9069
24249,1048
132839,12403
103493,2893
18426,827
34028,8464
124380,2012
75559,7324
29739,4918
130569,918
50342,12390
42208,2971
17276,17759
70378,5082
113998,16469
74277,2163
29395,2170
82583,8431
28832,8377
33429,17666
7133,4957
104912,1566
97671,5722
148903,4665
97606,1822
82417,776
100490,8742
18745,694
72333,6296
93455,1431
39392,9856
35342,2143
125242,1656
102400,10399
6618,568
68430,3282
15606,694
84248,1587
142704,11823
118564,3671
143457,1848
98232,3073
115983,1636
127924,15773
143364,4729
44510,825
128194,6563
91791,2608
3473,394
49310,645
68594,1066
5316,614
73165,1723
48802,1875
36172,2218
117046,1116
23578,530
53126,917
8909,760
127537,1569
20950,1856
117032,4243
83630,642
83055,5890
30261,4082
96536,2190
5896,1716
84663,921
32374,15845
28908,11286
78936,775
97725,2348
12999,2064
51892,4017
45182,17893
143565,614
126542,3818
10805,4274
10473,1096
7069,17267
24562,4661
121141,2920
137856,979
39066,13453
53421,2708
37614,1191
21681,3838
129368,465
3859,802
70772,947
49464,5063
116670,10672
14606,1329
30604,1841
75933,8176
70776,9450
129898,8745
1386,1631
33382,605
90958,5206
26361,707
5085,5987
137092,5855
27181,13462
32667,4939
36350,1822
5697,5243
112440,7699
97043,666
87860,6301
24972,6620
2414,12379
35474,1974
22842,943
127664,10479
6615,707
28388,906
35720,5166
80486,6159
74708,544
65564,449
25207,907
70603,1391
50687,1119
20257,1720
68812,645
96843,3808
142774,14256
99743,645
115930,598
27660,11230
116858,7887
19994,3669
118190,394
94133,3632
5723,367
119117,4269
140490,5509
115190,1041
11782,5654
151214,596
93258,4278
15995,730
136871,956
23546,814
109153,455
37550,852
93786,756
26231,872
139417,505
148670,12756
137196,6091
2817,1892
7618,2290
8761,2708
40293,926
21108,3205
125164,3581
3268,499
74206,2536
9846,5257
36190,3737
69181,5018
44693,526
49159,675
109744,1836
50862,4234
30122,1107
102624,3726
2995,11962
12566,14542
111646,1031
13528,780
73397,4922
53536,2222
59293,1415
113165,596
63632,781
112559,827
11278,11869
78251,5407
78043,15282
126156,16064
37523,718
59057,1664
56600,6559
7474,901
49206,506
35290,7701
16017,2095
81633,6529
25376,979
102794,914
145307,655
2037,2231
97944,4503
141042,1367
115355,612
86793,631
8458,5224
46512,678
16217,1884
55817,4764
109232,620
2962,2163
37510,1813
77337,803
38938,9146
14548,5183
117428,4200
5063,784
9838,2820
144028,752
35003,4166
53893,6720
142088,8104
22486,965
106263,2712
648,10874
18699,4442
133735,5988
145982,1203
49449,907
52354,4914
6320,3450
71322,4871
19353,1875
123736,5652
136684,4309
145318,1340
11966,1819
3039,6165
93561,1007
131319,1950
31321,544
131280,1994
20414,741
21618,789
83359,2453
100775,17458
16838,829
58354,2760
48366,2337
4017,9078
142231,1116
59681,3189
66276,2203
25730,487
149281,3053
83218,6321
152673,15568
29812,2772
26552,11202
120219,4637
10810,3820
103183,5804
92251,16425
28531,1669
18297,958
55500,1436
55574,742
56229,8995
65334,720
12955,475
12487,6416
72119,9258
125522,15025
130729,7806
18393,597
141202,1135
4542,6445
957,7414
6546,1588
97015,3502
23811,1187
35834,7990
3989,5250
18716,772
70048,723
97223,4239
132983,5308
32052,1832
43228,537
80238,7291
127123,1230
71630,740
152911,5744
135609,625
28516,1033
74014,4199
29117,1689
717,613
1226,2633
134056,1113
42131,631
113989,3731
31606,544
4562,3885
87835,870
107456,2570
132120,767
13096,6335
144162,1819
28874,1397
102146,780
121804,4211
27380,5993
19220,444
106420,4620
79828,527
11292,1388
106928,1377
137464,1002
81688,1286
135113,7961
36184,720
9859,3394
33508,4484
87129,739
25533,576
148714,2239
34325,734
78999,4892
122149,1094
63537,975
12200,427
35554,816
12039,904
37645,468
94339,8612
14425,3528
66263,724
93514,3254
112165,5294
21100,3850
22400,17244
120737,2562
3635,2613
1816,3185
51220,2729
47927,1662
21600,2196
38540,772
61610,666
66322,1235
51794,983
70581,698
125790,743
26758,4327
48845,4997
30073,3616
35020,1069
3110,464
99133,972
68182,3428
61640,7026
62616,1709
27857,9587
116803,13530
54621,906
51096,3574
18330,2387
6977,677
10933,3360
13992,10424
126229,3008
134324,593
106329,756
34972,4560
22633,1240
121081,4416
149731,7616
96030,13701
10274,625
80181,4880
139205,1214
48297,4638
111963,855
86233,850
29470,11838
84762,7879
69358,936
21626,811
31446,828
123634,489
10719,5430
113552,1648
98897,5815
98813,5628
25918,8720
95354,1966
147649,454
51633,1212
125008,3246
70642,844
55648,5243
41450,373
142993,3170
153289,881
18578,4269
102332,631
24975,1814
6703,1072
131041,929
24074,5426
75124,4726
12332,1105
52161,9041
146705,4478
40450,607
130651,853
90968,573
14945,1764
24219,2451
124789,891
27164,3001
119139,873
133045,1179
17917,12271
116035,5739
36848,4688
24910,11586
100783,666
115041,6398
109888,576
10730,2753
708,4872
56282,4206
20455,2347
134865,1203
137645,1220
26033,1010
18452,1993
111635,2860
124038,2808
145585,505
150560,7338
26130,655
47502,4277
98253,1340
26375,2719
145146,2211
121178,839
16453,2333
54149,2240
145493,900
101506,1154
38972,1559
151823,544
70180,1593
80612,1662
52804,3061
68756,539
134038,669
105419,13453
154116,1922
88759,917
7014,421
96936,6066
35869,455
132377,776
134053,875
19021,596
23887,697
134527,3804
37406,3182
107821,2003
29950,3755
30421,13135
102161,1024
21448,958
146799,810
39457,15255
76787,1336
117841,2294
16732,672
120202,1438
148810,4859
11633,687
111671,5301
16549,4269
118198,613
77797,1664
68701,1340
19613,1123
133929,3704
35541,1694
29967,540
56713,1363
20434,11923
